5612|3F FECH.BIC.PAPAG.45MM CONCH.30(6245F|26|47|26.11|83014000|5405|Substituição Tributária |60|10.075.00|
5613|3F FECH.BICO PAPAG.45MM CONCHA48(6245|41|48.4|26.89|83014000|5405|Substituição Tributária |60|10.075.00|
5834|3F FECH.BICO PAPAG.CR 45CI 6145/55 EX|18|45.3|25.17|83014000|5405|Substituição Tributária |60|10.075.00|
5835|3F FECH.BICO PAPAG.LO 45CI 6145/55 EX|38|45.3|25.17|83014000|5405|Substituição Tributária |60|10.075.00|
5831|3F FECH.P/ARMARIO RC-180A 31MM CURTA|27|11.12|4.91|83014000|5405|Substituição Tributária |60|10.075.00|
5833|3F FECH.P/ARMARIO RC-180A 31MM LONGA|59|10.05|5.03|83014000|5405|Substituição Tributária |60|10.075.00|
5830|3F FECH.P/ARMARIO-180A 22MM 2411ZCR-C|27|11.11|6.18|83014000|5405|Substituição Tributária |60|10.075.00|
5832|3F FECH.P/ARMARIO-180A 22MM 2421Z-LON|26|9.25|4.63|83014000|5405|Substituição Tributária |60|10.075.00|
5619|3F FECH.P/MOVEIS SOBREPOR C/CHAVE 221|38|9.9|4.97|83013000|5405|Substituição Tributária |60|10.075.00|
5611|3F FECH.PORTA CORRER ZCR(3021ZCR) 2-N|39|33.72|16.86|83013000|5405|Substituição Tributária |60|10.075.00|
5615|3F FECHAD.EMB.MULT.LAT.30 CM 2-F2|90|14.17|8.34|83014000|5405|Substituição Tributária |60|10.075.00|
5616|3F FECHAD.EMBU.LAT.GAV.50CM R:13|61|34.96|19.43|83013000|5405|Substituição Tributária |60|10.075.00|
5618|3F FECHAD.MULTI P/6 GAVETAS 100CM EMB|61|44.55|24.73|83013000|5405|Substituição Tributária |60|10.075.00|
5836|3F FECHADURA CILINDRO DE PRESSAO 2 25|51|25.14|13.97|83014000|5405|Substituição Tributária |60|10.075.00|
5837|3F FECHADURA CILINDRO DE PRESSAO 3 25|124|27.33|15.56|83014000|5405|Substituição Tributária |60|10.075.00|
5773|3F FECHADURA CILINDRO DE PRESSAO 3 25|51|25.17|12.59|83013000|5405|Substituição Tributária |60|10.075.00|
5846|3F FECHADURA CILINDRO DE PRESSAO 3 25|28|32.72|19.95|83013000|5405|Substituição Tributária |60|10.075.00|
5843|3F FECHADURA GAVETA FRONTAL 30CM|30|18.37|11.2|83013000|5405|Substituição Tributária |60|10.075.00|
5844|3F FECHADURA GAVETA FRONTAL 50CM|30|21.5|13.1|83013000|5405|Substituição Tributária |60|10.075.00|
5845|3F FECHADURA GAVETA FRONTAL 60CM|29|24.45|14.9|83013000|5405|Substituição Tributária |60|10.075.00|
5547|3F FECHADURA GAVETA RC.180 A 22MM 231|101|11.5|6.48|83014000|5405|Substituição Tributária |60|10.075.00|
5548|3F FECHADURA GAVETA RC.180 A 31MM 231|28|12.82|7.12|83014000|5405|Substituição Tributária |60|10.075.00|
5840|3F FECHO BAULETE CR. C264ZCR 2-N4|10|27.61|15.34|83015000|5405|Substituição Tributária |60|10.075.00|
5841|3F FECHO BAULETE PRETO C264ZPP 2-N5|17|27.61|15.34|83015000|5405|Substituição Tributária |60|10.075.00|
5842|3F FECHO EMBUTIR C/ESPELHO 2621ZCR 21|9|21.99|0|83013000|5405|Substituição Tributária |60|10.075.00|
5839|3F FECHO GANGORRA LINGUETA  BAIXA 281|49|7.68|3.56|83014000|5405|Substituição Tributária |60|10.075.00|
5838|3F FECHO P/MOVEIS CAIXA BAIXA (292FZA|441|2.5|1.4|83014000|5405|Substituição Tributária |60|10.075.00|
5525|3F PUX. CONCHA LATAO L.O(R.1751)EMB.C|8|18.41|10.23|83024900|5102|Tributado Integralmente|00||
6428|ABRAC.BORBOLETA 12X16 ZINCADA(ABB1216|48|1.46|0.83|73269090|5405|Substituição Tributária |60|10.062.00|
10119|ABRACADEIRA LACRE FOXLUX BR.10CM C/10|20|5.17|2.59|39269090|5405|Substituição Tributária |60|10.020.00|
10004|ABRACADEIRA LACRE FOXLUX BR.20CM C/10|4|10.59|6.23|39269090|5405|Substituição Tributária |60|10.020.00|
10122|ABRACADEIRA LACRE FOXLUX BR.20CM C/10|20|14.15|7.08|39269090|5405|Substituição Tributária |60|10.020.00|
8444|ABRACADEIRA ROSCA S/FIM 5/8  (230-5)|189|0.78|0.41|73269090|5405|Substituição Tributária |60|10.062.00|
7347|ACABAMENTO PUXADOR 15.4MM(MMO-133 8--|5|6.64|3.69|79070090|5102|Tributado Integralmente|00||
